,I(q) (a.u.),q (1/A)
107,2.2820209973753194,0.03553355629736378
108,2.2608635097493135,0.035802746432120364
109,2.2105740181268914,0.036071936488231586
110,2.1228021978022014,0.03634112646510613
111,2.0947214076246325,0.03661031636215274
112,1.9398843930635863,0.03687950617878016
113,1.8991017964071801,0.037148695914397095
114,1.7704334365325067,0.03741788556841228
115,1.6071839080459824,0.037687075140234456
116,1.6343750000000128,0.037956264629272346
117,1.5358662613981764,0.038225454034934686
118,1.4453560371517042,0.03849464335663021
119,1.301380368098151,0.038763832593767644
120,1.0280966767371638,0.039033021745755736
121,0.8496805111821075,0.03930221081200322
122,0.8302839116719198,0.039571399791918836
123,0.7924764890282248,0.039840588684911325
124,0.6908517350157837,0.04010977749038941
125,0.6194006309148179,0.04037896620776186
126,0.4938127090300952,0.04064815483643739
127,0.39485981308411056,0.04091734337582477
128,0.3503300330032886,0.041186531825332724
129,0.4658307210031367,0.041455720184370014
130,0.4442244224422396,0.04172490845234537
131,0.4579207920792072,0.04199409662866757
132,0.39034810126582187,0.04226328471274532
133,0.36718213058419025,0.042532472703987405
134,0.328964401294499,0.042801660601802564
135,0.267166666666661,0.04307084840559954
136,0.3706070287539944,0.04334003611478711
137,0.34323432343234117,0.04360922372877402
138,0.43142361111111427,0.043878411246969035
139,0.44560260586319345,0.04414759866878089
140,0.45220338983051533,0.04441678599361835
141,0.5308064516128965,0.0446859732208902
142,0.5792387543252602,0.04495516035000517
143,0.5531690140845029,0.04522434738037203
144,0.5128617363344006,0.04549353431139957
145,0.45102389078498106,0.045762721142496514
146,0.4197986577181254,0.04603190787307166
147,0.4816608996539813,0.046301094502533766
148,0.5872483221476585,0.046570281030291594
149,0.6397993311036743,0.04683946745575392
150,0.6787234042553223,0.047108653778329526
151,0.6647157190635369,0.04737783999742718
152,0.6598214285714192,0.04764702611245563
153,0.560066006600664,0.047916212122823695
154,0.6067241379310389,0.04818539802794011
155,0.5499999999999972,0.04845458382721369
156,0.5501706484641602,0.048723769520053195
157,0.6107142857142804,0.048992955105867396
158,0.6933898305084867,0.04926214058406509
159,0.7556552962298042,0.049531325954055065
160,0.7723661485319511,0.04980051121524608
161,0.7411073825503323,0.050069696367046966
162,0.5156626506024082,0.050338881408866464
163,0.40967184801382217,0.05060806634011339
164,0.39913194444444144,0.05087725116019652
165,0.36741379310345934,0.05114643586852467
166,0.4056666666666615,0.05141562046450661
167,0.23142361111111143,0.05168480494755113
168,0.09280936454850774,0.05195398931706705
169,-0.04742268041237452,0.05222317357246315
170,-0.16638795986622767,0.052492357713148224
171,-0.09899833055091989,0.05276154173853109
172,0.005084745762701459,0.05303072564802056
173,0.08509212730318438,0.05329990944102539
174,0.1310169491525457,0.05356909311695443
175,0.22307692307690985,0.053838276675216463
176,0.27206132879045697,0.05410746011522031
177,0.2679794520547958,0.054376643436374765
178,0.25311999999999557,0.05464582663808866
179,0.22296173044924927,0.05491500971977079
180,0.16879084967320068,0.05518419268082997
181,0.17275803722504435,0.055453375520675016
182,0.22673267326733537,0.055722558238714755
183,0.23707317073171197,0.055991740834358004
184,0.2532894736842053,0.05626092330701357
185,0.25440931780364906,0.05653010565609028
186,0.34256000000000597,0.05679928788099696
187,0.3098360655737764,0.057068469981142414
188,0.23802588996763774,0.057337651955935515
189,0.18195121951220727,0.057606833804785054
190,0.3008291873963529,0.05787601552709986
191,0.41009463722397754,0.05814519712228878
192,0.43645161290323387,0.05841437858976064
193,0.33944805194805383,0.05868355992892427
194,0.327884615384626,0.05895274113918852
195,0.2685897435897502,0.059221922219962184
196,0.3587677725118539,0.05949110317065418
197,0.3797788309636587,0.059760283990673256
198,0.2695792880258949,0.06002946467942833
199,0.29028213166145633,0.0602986452363282
200,0.22318840579709587,0.06056782566078174
201,0.2731554160125498,0.06083700595219778
202,0.2628205128205181,0.061106186109985174
203,0.2741885625965921,0.06137536613355275
204,0.2992401215805458,0.06164454602230941
205,0.24142394822005997,0.06191372577566397
206,0.15655608214849082,0.06218290539302532
207,0.07181102362203973,0.062452084873802244
208,0.06153846153846132,0.0627212642174037
209,0.136432926829265,0.06299044342323847
210,0.25260663507108916,0.06325962249071546
211,0.18923556942277742,0.06352880141924351
212,0.1601208459214476,0.0637979802082315
213,0.10537124802527131,0.06406715885708829
214,0.07568389057750835,0.06433633736522276
215,0.12106918238993103,0.06460551573204378
216,0.15380029806259898,0.0648746939569602
217,-0.0004484304932645955,0.06514387203938093
218,0.08190184049079363,0.06541304997871483
219,0.1687878787878816,0.06568222777437079
220,0.2789147286821745,0.06595140542575764
221,0.17722627737227015,0.06622058293228435
222,0.08075757575758047,0.0664897602933597
223,0.16265432098764165,0.06675893750839267
224,0.2968229954614259,0.0670281145767921
225,0.3805722891566319,0.0672972914979669
226,0.29086826347305106,0.06756646827132594
227,0.22946428571429323,0.06783564489627812
228,0.23338323353293333,0.06810482137223234
229,0.13841642228739914,0.06837399769859749
230,0.08935860058308265,0.06864317387478248
231,0.0790346907994035,0.06891234990019621
232,0.0507462686567095,0.06918152577424755
233,-0.025108853410742427,0.06945070149634545
234,-0.10765832106038431,0.0697198770658988
235,-0.08387096774193026,0.06998905248231652
236,0.021764705882347357,0.07025822774500749
237,0.12832116788320747,0.07052740285338065
238,0.1416422287389949,0.07079657780684491
239,0.17220588235293377,0.07106575260480917
240,0.11440798858771473,0.07133492724668236
241,0.059651669085639014,0.07160410173187338
242,0.042441860465118,0.0718732760597912
243,0.07713068181817562,0.07214245022984471
244,0.25138686131386834,0.07241162424144283
245,0.29373177842566633,0.0726807980939945
246,0.31582633053220377,0.07294997178690867
247,0.241702127659579,0.07321914531959423
248,-0.015494978479196675,0.07348831869146012
249,-0.08991228070175339,0.0737574919019153
250,-0.1121169916434539,0.07402666495036872
251,-0.07631954350927117,0.07429583783622928
252,-0.04802816901407425,0.07456501055890595
253,0.02634560906515304,0.07483418311780768
254,0.026863572433200034,0.0751033555123434
255,0.05932678821878312,0.07537252774192203
256,0.16534090909090793,0.07564169980595259
257,0.14802259887007096,0.07591087170384396
258,0.0823855755894698,0.07618004343500516
259,0.053708791208798345,0.0764492149988451
260,0.09203910614526478,0.07671838639477276
261,0.03924050632911502,0.07698755762219708
262,0.09832869080781137,0.07725672868052705
263,0.2132413793103467,0.07752589956917164
264,0.2828767123287719,0.07779507028753978
265,0.11677943166441196,0.07806424083504046
266,0.05357142857143771,0.07833341121108268
267,0.04584450402144569,0.07860258141507537
268,0.09699863574352463,0.07887175144642752
269,0.07260273972602249,0.07914092130454813
270,0.04118457300275935,0.07941009098884613
271,-0.01495327102804822,0.07967926049873057
272,0.022462787550743712,0.07994842983361038
273,-0.03839779005524946,0.08021759899289456
274,-0.08297002724795988,0.08048676797599214
275,0.002713704206250611,0.08075593678231202
276,-0.0020215633423106283,0.08102510541126329
277,-0.08363874345550926,0.08129427386225489
278,-0.09402985074626713,0.08156344213469587
279,0.033333333333338544,0.08183261022799515
280,0.06297760210804881,0.0821017781415618
281,0.1588075880758808,0.08237094587480479
282,0.13721854304635883,0.08264011342713316
283,0.14475806451613238,0.0829092807979559
284,0.11503856041129978,0.083178447986682
285,0.13400267737616645,0.0834476149927205
286,0.16029023746703785,0.08371678181548046
287,0.20866666666665878,0.08398594845437078
288,0.23311345646437331,0.0842551149088006
289,0.22541507024265428,0.08452428117817887
290,0.17674113009198322,0.08479344726191465
291,0.05197368421053028,0.08506261315941696
292,0.03986928104575327,0.08533177887009481
293,-0.0069948186528421274,0.08560094439335729
294,0.10143979057591679,0.08587010972861338
295,0.11192660550458555,0.08613927487527213
296,0.16398963730570415,0.0864084398327426
297,0.1930946291560005,0.08667760460043379
298,0.1315721649484587,0.08694676917775479
299,0.06849673202614781,0.08721593356411464
300,0.03261421319795943,0.08748509775892234
301,0.052107279693501596,0.087754261761587
302,0.11283018867924,0.08802342557151766
303,0.20178117048346422,0.08829258918812337
304,0.253746770025856,0.08856175261081319
305,0.2932569974554653,0.08883091583899616
306,0.2208279430789304,0.08910007887208139
307,0.14413265306122724,0.08936924170947794
308,-0.002444987775064078,0.08963840435059482
309,-0.008301404853128247,0.08990756679484116
310,-0.04370277078085394,0.09017672904162602
311,0.008121827411173399,0.09044589109035847
312,0.1333759590792738,0.09071505294044759
313,0.2382926829268257,0.09098421459130246
314,0.33074999999998766,0.09125337604233216
315,0.27886977886977604,0.09152253729294578
316,0.29559748427672616,0.09179169834255245
317,0.16083123425693913,0.09206085919056119
318,-0.025907990314756546,0.09233001983638113
319,-0.07883396704689005,0.09259918027942136
320,-0.05036407766990436,0.092868340519091
321,-0.03287841191067287,0.09313750055479914
322,-0.008743842364523857,0.09340666038595485
323,-0.01189591078065888,0.0936758200119673
324,-0.023756218905475635,0.09394497943224554
325,-0.011571254567598999,0.09421413864619872
326,-0.025211097708087493,0.09448329765323593
327,-0.10268292682926727,0.09475245645276632
328,-0.1795893719806898,0.095021615044199
329,-0.13657635467979645,0.09529077342694306
330,0.05678271308523364,0.09555993160040764
331,0.232266009852232,0.09582908956400188
332,0.15567375886524815,0.09609824731713491
333,0.1091130012150785,0.09636740485921584
334,0.05573170731708643,0.09663656218965386
335,0.1662322274881447,0.09690571930785806
336,0.14273504273504756,0.09717487621323759
337,0.11389548693586704,0.09744403290520158
338,0.0717917675544868,0.09771318938315919
339,0.1379835873388089,0.09798234564651961
340,0.2242603550295854,0.09825150169469193
341,0.3247044917257824,0.09852065752708535
342,0.28549160671462914,0.09878981314310897
343,0.2518386714116261,0.09905896854217203
344,0.07810304449648697,0.09932812372368362
345,0.08077830188680224,0.09959727868705295
346,0.015439429928747472,0.09986643343168913
347,-0.027928994082841996,0.10013558795700143
348,-0.04284037558684872,0.10040474226239895
349,-0.030990783410132394,0.10067389634729086
350,0.0005889281507691635,0.10094305021108638
351,0.05457746478874981,0.1012122038531947
352,0.08949191685911728,0.10148135727302496
353,0.07423887587820843,0.10175051046998634
354,0.044083526682136664,0.1020196634434881
355,-0.039007092198581006,0.10228881619293936
356,-0.04450800915331854,0.10255796871774937
357,0.015051311288480917,0.10282712101732731
358,0.14584295612009157,0.10309627309108238
359,0.14896551724137908,0.10336542493842374
360,0.08246828143021645,0.1036345765587607
361,0.0017045454545439043,0.10390372795150236
362,0.03770301624129502,0.104172879116058
363,0.056477272727263994,0.10444203005183685
364,0.08410896708286941,0.10471118075824808
365,0.059839816933639156,0.10498033123470092
366,0.007579185520356191,0.1052494814806046
367,-0.023590333716917655,0.10551863149536839
368,0.022686230248304184,0.10578778127840148
369,0.07676991150442092,0.10605693082911306
370,0.1235967926689554,0.10632608014691244
371,0.20404040404040558,0.10659522923120884
372,0.277408256880733,0.1068643780814115
373,0.3204395604395529,0.10713352669692966
374,0.30112485939257994,0.10740267507717256
375,0.2218609865470782,0.10767182322154947
376,0.043832599118942994,0.10794097112946964
377,-0.06881355932203803,0.1082101188003423
378,-0.052986725663721757,0.10847926623357676
379,-0.006726457399103936,0.1087484134285822
380,0.09665178571427901,0.10901756038476801
381,0.17072905331883703,0.10928670710154335
382,0.21395089285714874,0.10955585357831753
383,0.2064551422319596,0.10982499981449984
384,0.19697648376260446,0.11009414580949958
385,0.15032967032967548,0.11036329156272592
386,0.16633986928106026,0.11063243707358827
387,0.23773377337732882,0.1109015823414959
388,0.20165016501650967,0.11117072736585804
389,0.16364628820960547,0.11143987214608397
390,0.12473347547973646,0.11170901668158308
391,0.11947194719471099,0.11197816097176462
392,0.14725274725274318,0.11224730501603787
393,0.14070021881838812,0.11251644881381219
394,0.3028938906752501,0.11278559236449681
395,0.31209503239740144,0.1130547356675011
396,0.32984913793102777,0.11332387872223437
397,0.27371794871795174,0.11359302152810595
398,0.18064864864864916,0.11386216408452511
399,0.10236051502146637,0.11413130639090126
400,0.15404255319149485,0.11440044844664364
401,0.16897297297297342,0.11466959025116162
402,0.24808917197452018,0.1149387318038645
403,0.14264392324094644,0.11520787310416172
404,0.14570815450643693,0.11547701415146251
405,0.048759439050691356,0.11574615494517625
406,0.04871520342612712,0.11601529548471227
407,0.05752855659397227,0.11628443576947997
408,0.14367693942612902,0.11655357579888867
409,0.1096436058700192,0.11682271557234772
410,0.10000000000001563,0.11709185508926649
411,0.17241014799154897,0.11736099434905434
412,0.19541188738269,0.11763013335112064
413,0.1890756302521055,0.11789927209487475
414,0.30910973084884574,0.11816841057972606
415,0.3961175236096466,0.11843754880508392
416,0.3342436974789962,0.11870668677035776
417,0.2534518828451908,0.1189758244749569
418,0.13756613756613234,0.11924496191829076
419,0.12249488752556914,0.11951409909976872
420,0.13966597077244103,0.11978323601880017
421,0.2666666666666728,0.12005237267479452
422,1.7766287487073384,0.12032150906716112
423,0.9315010570824498,0.12059064519530946
424,0.06204453441295499,0.1208597810586489
425,-0.020326864147101276,0.12112891665658881
426,-0.037397540983590716,0.12139805198853865
427,0.02804123711339912,0.12166718705390783
428,0.19020618556701407,0.12193632185210576
429,0.27240325865581383,0.12220545638254188
430,0.1988659793814378,0.1224745906446256
431,0.10191146881286528,0.12274372463776632
432,0.018578680203042097,0.1230128583613735
433,-0.008163265306123435,0.1232819918148566
434,0.026829268292679842,0.12355112499762506
435,0.09353846153847911,0.12382025790908828
436,0.07877263581490013,0.12408939054865571
437,0.05255102040815984,0.12435852291573685
438,0.06354581673306825,0.12462765500974107
439,0.11195979899497388,0.12489678683007792
440,0.1080321285140684,0.1251659183761568
441,0.06912350597609418,0.1254350496473872
442,-0.007934893184135206,0.12570418064317854
443,-0.10300000000001575,0.12597331136294038
444,-0.1707584830339428,0.12624244180608207
445,-0.23180914512922612,0.1265115719720132
446,-0.2415597235932765,0.12678070186014323
447,-0.17927565392354694,0.12704983146988158
448,-0.14461077844311632,0.12731896080063781
449,-0.14052993130520264,0.12758808985182135
450,-0.08349705304518551,0.12785721862284177
451,-0.004509018036067403,0.12812634711310852
452,-0.00010010010010574888,0.12839547532203108
453,0.023569350145493217,0.12866460324901902
454,0.06442687747034626,0.12893373089348173
455,0.13613281250000142,0.12920285825482886
456,0.052709359605913164,0.12947198533246987
457,0.09873540856031582,0.12974111212581427
458,0.05671206225681402,0.1300102386342716
459,0.0021847070506453292,0.1302793648572514
460,0.031057692307683737,0.1305484907941631
461,0.008548707753476492,0.1308176164444164
462,0.026509433962260687,0.1310867418074207
463,0.07959576515879974,0.1313558668825856
464,0.10355731225295983,0.13162499166932068
465,0.10883495145630917,0.1318941161670354
466,0.09084712755599611,0.13216324037513935
467,0.15124760076776056,0.13243236429304214
468,0.17298076923076877,0.13270148792015327
469,0.1926900584795277,0.1329706112558823
470,0.19868791002811292,0.1332397342996388
471,0.15136452241716825,0.1335088570508324
472,0.07462264150942843,0.1337779795088726
473,-0.0029779058597512176,0.13404710167316897
474,-0.03898467432949815,0.1343162235431312
475,-0.04857954545455101,0.13458534511816878
